4677: T2_2H_BOW                                                        : Novice's Bow
2623: T6_ARMOR_PLATE_SET2@3                                            : Master's Knight Armor
2624: T7_ARMOR_PLATE_SET2                                              : Grandmaster's Knight Armor
2625: T7_ARMOR_PLATE_SET2@1                                            : Grandmaster's Knight Armor
2626: T7_ARMOR_PLATE_SET2@2                                            : Grandmaster's Knight Armor
2627: T7_ARMOR_PLATE_SET2@3                                            : Grandmaster's Knight Armor
2628: T8_ARMOR_PLATE_SET2                                              : Elder's Knight Armor
2629: T8_ARMOR_PLATE_SET2@1                                            : Elder's Knight Armor
2630: T8_ARMOR_PLATE_SET2@2                                            : Elder's Knight Armor
2631: T8_ARMOR_PLATE_SET2@3                                            : Elder's Knight Armor
2632: T4_SHOES_PLATE_SET2                                              : Adept's Knight Boots
2633: T4_SHOES_PLATE_SET2@1                                            : Adept's Knight Boots
2634: T4_SHOES_PLATE_SET2@2                                            : Adept's Knight Boots
2635: T4_SHOES_PLATE_SET2@3                                            : Adept's Knight Boots
2636: T5_SHOES_PLATE_SET2                                              : Expert's Knight Boots
2637: T5_SHOES_PLATE_SET2@1                                            : Expert's Knight Boots
2638: T5_SHOES_PLATE_SET2@2                                            : Expert's Knight Boots
2639: T5_SHOES_PLATE_SET2@3                                            : Expert's Knight Boots
2640: T6_SHOES_PLATE_SET2                                              : Master's Knight Boots
2641: T6_SHOES_PLATE_SET2@1                                            : Master's Knight Boots
2642: T6_SHOES_PLATE_SET2@2                                            : Master's Knight Boots
2643: T6_SHOES_PLATE_SET2@3                                            : Master's Knight Boots
2644: T7_SHOES_PLATE_SET2                                              : Grandmaster's Knight Boots
2645: T7_SHOES_PLATE_SET2@1                                            : Grandmaster's Knight Boots
2646: T7_SHOES_PLATE_SET2@2                                            : Grandmaster's Knight Boots
2647: T7_SHOES_PLATE_SET2@3                                            : Grandmaster's Knight Boots
2648: T8_SHOES_PLATE_SET2                                              : Elder's Knight Boots
2649: T8_SHOES_PLATE_SET2@1                                            : Elder's Knight Boots
2650: T8_SHOES_PLATE_SET2@2                                            : Elder's Knight Boots
2651: T8_SHOES_PLATE_SET2@3                                            : Elder's Knight Boots
2652: T4_HEAD_PLATE_SET3                                               : Adept's Guardian Helmet
2653: T4_HEAD_PLATE_SET3@1                                             : Adept's Guardian Helmet
2654: T4_HEAD_PLATE_SET3@2                                             : Adept's Guardian Helmet
2655: T4_HEAD_PLATE_SET3@3                                             : Adept's Guardian Helmet
2656: T5_HEAD_PLATE_SET3                                               : Expert's Guardian Helmet
2657: T5_HEAD_PLATE_SET3@1                                             : Expert's Guardian Helmet
2658: T5_HEAD_PLATE_SET3@2                                             : Expert's Guardian Helmet
2659: T5_HEAD_PLATE_SET3@3                                             : Expert's Guardian Helmet
2660: T6_HEAD_PLATE_SET3                                               : Master's Guardian Helmet
2661: T6_HEAD_PLATE_SET3@1                                             : Master's Guardian Helmet
2662: T6_HEAD_PLATE_SET3@2                                             : Master's Guardian Helmet
2663: T6_HEAD_PLATE_SET3@3                                             : Master's Guardian Helmet
2664: T7_HEAD_PLATE_SET3                                               : Grandmaster's Guardian Helmet
2665: T7_HEAD_PLATE_SET3@1                                             : Grandmaster's Guardian Helmet
2666: T7_HEAD_PLATE_SET3@2                                             : Grandmaster's Guardian Helmet
2667: T7_HEAD_PLATE_SET3@3                                             : Grandmaster's Guardian Helmet
2668: T8_HEAD_PLATE_SET3                                               : Elder's Guardian Helmet
2669: T8_HEAD_PLATE_SET3@1                                             : Elder's Guardian Helmet
2670: T8_HEAD_PLATE_SET3@2                                             : Elder's Guardian Helmet
2671: T8_HEAD_PLATE_SET3@3                                             : Elder's Guardian Helmet
2672: T4_ARMOR_PLATE_SET3                                              : Adept's Guardian Armor
2673: T4_ARMOR_PLATE_SET3@1                                            : Adept's Guardian Armor
2674: T4_ARMOR_PLATE_SET3@2                                            : Adept's Guardian Armor
2675: T4_ARMOR_PLATE_SET3@3                                            : Adept's Guardian Armor
2676: T5_ARMOR_PLATE_SET3                                              : Expert's Guardian Armor
2677: T5_ARMOR_PLATE_SET3@1                                            : Expert's Guardian Armor
2678: T5_ARMOR_PLATE_SET3@2                                            : Expert's Guardian Armor
2679: T5_ARMOR_PLATE_SET3@3                                            : Expert's Guardian Armor
2680: T6_ARMOR_PLATE_SET3                                              : Master's Guardian Armor
2681: T6_ARMOR_PLATE_SET3@1                                            : Master's Guardian Armor
2682: T6_ARMOR_PLATE_SET3@2                                            : Master's Guardian Armor
2683: T6_ARMOR_PLATE_SET3@3                                            : Master's Guardian Armor
2684: T7_ARMOR_PLATE_SET3                                              : Grandmaster's Guardian Armor
2685: T7_ARMOR_PLATE_SET3@1                                            : Grandmaster's Guardian Armor
2686: T7_ARMOR_PLATE_SET3@2                                            : Grandmaster's Guardian Armor
2687: T7_ARMOR_PLATE_SET3@3                                            : Grandmaster's Guardian Armor
2688: T8_ARMOR_PLATE_SET3                                              : Elder's Guardian Armor
2689: T8_ARMOR_PLATE_SET3@1                                            : Elder's Guardian Armor
2690: T8_ARMOR_PLATE_SET3@2                                            : Elder's Guardian Armor
2691: T8_ARMOR_PLATE_SET3@3                                            : Elder's Guardian Armor
2692: T4_SHOES_PLATE_SET3                                              : Adept's Guardian Boots
2693: T4_SHOES_PLATE_SET3@1                                            : Adept's Guardian Boots
2694: T4_SHOES_PLATE_SET3@2                                            : Adept's Guardian Boots
2695: T4_SHOES_PLATE_SET3@3                                            : Adept's Guardian Boots
2696: T5_SHOES_PLATE_SET3                                              : Expert's Guardian Boots
2697: T5_SHOES_PLATE_SET3@1                                            : Expert's Guardian Boots
2698: T5_SHOES_PLATE_SET3@2                                            : Expert's Guardian Boots
2699: T5_SHOES_PLATE_SET3@3                                            : Expert's Guardian Boots
2700: T6_SHOES_PLATE_SET3                                              : Master's Guardian Boots
2701: T6_SHOES_PLATE_SET3@1                                            : Master's Guardian Boots
2702: T6_SHOES_PLATE_SET3@2                                            : Master's Guardian Boots
2703: T6_SHOES_PLATE_SET3@3                                            : Master's Guardian Boots
2704: T7_SHOES_PLATE_SET3                                              : Grandmaster's Guardian Boots
2705: T7_SHOES_PLATE_SET3@1                                            : Grandmaster's Guardian Boots
2706: T7_SHOES_PLATE_SET3@2                                            : Grandmaster's Guardian Boots
2707: T7_SHOES_PLATE_SET3@3                                            : Grandmaster's Guardian Boots
2708: T8_SHOES_PLATE_SET3                                              : Elder's Guardian Boots
2709: T8_SHOES_PLATE_SET3@1                                            : Elder's Guardian Boots
2710: T8_SHOES_PLATE_SET3@2                                            : Elder's Guardian Boots
2711: T8_SHOES_PLATE_SET3@3                                            : Elder's Guardian Boots
2712: T4_HEAD_PLATE_UNDEAD                                             : Adept's Graveguard Helmet
2713: T4_HEAD_PLATE_UNDEAD@1                                           : Adept's Graveguard Helmet
2714: T4_HEAD_PLATE_UNDEAD@2                                           : Adept's Graveguard Helmet
2715: T4_HEAD_PLATE_UNDEAD@3                                           : Adept's Graveguard Helmet
2716: T5_HEAD_PLATE_UNDEAD                                             : Expert's Graveguard Helmet
